codgeo;libgeo;p21_pop
88370;Rancourt;71
71538;Thurey;426
80550;Mirvaux;123
58293;Toury-Lurcy;407
53273;Villiers-Charlemagne;1077
61273;Ménil-Vin;50
46181;Lunegarde;93
21404;Ménétreux-le-Pitois;401
76050;Avremesnil;1006
28421;Voise;259
55521;Troyon;233
05161;La Salle-les-Alpes;924
62452;Heuringhem;1379
40324;Vicq-d'Auribat;253
88521;Vomécourt;249
28373;Senonches;2985
31373;Montesquieu-Guittaut;174
22327;Saint-Samson-sur-Rance;1635
51532;Sermiers;567
43234;Saugues;1681
15178;Saint-Cirgues-de-Jordanne;145
55520;Troussey;474
68273;Riespach;638
26092;Chavannes;739
02340;Gauchy;5204
02157;Chambry;832
02442;Loupeigne;89
07191;Rochemaure;2264
51487;Saint-Hilaire-le-Petit;350
01014;Arbent;3409
33362;Sablons;1310
30051;Branoux-les-Taillades;1315
88030;Bainville-aux-Saules;154
03272;Servilly;273
41006;Autainville;436
57544;Plaine-de-Walsch;606
18148;Méreau;2644
19114;Lignareix;163
39494;Saint-Pierre;365
08104;Chardeny;59
57753;Wuisse;59
39020;Arsure-Arsurette;99
85214;Sainte-Foy;2465
57264;Guebenhouse;415
02416;Lemé;415
71303;Montagny-près-Louhans;494
41196;Ruan-sur-Egvonne;79
24105;Chapdeuil;138
45160;Greneville-en-Beauce;691
80443;Hornoy-le-Bourg;1660
19190;Saint-Bonnet-près-Bort;189
63153;Espinchal;84
72214;Nauvay;11
89302;Plessis-Saint-Jean;213
55268;Lacroix-sur-Meuse;670
31067;Bezins-Garraux;43
62242;Couin;84
51256;Fontaine-sur-Ay;323
79334;Usseau;1082
26256;Propiac;134
31281;Launac;1314
89168;Fleys;175
86248;Saint-Secondin;532
25325;Landresse;238
87123;Rempnat;146
07037;Borée;147
972234;Bellefontaine;1901
04127;Montfort;329
60166;Coudun;1059
02334;Fresnoy-le-Grand;2934
60244;Fontenay-Torcy;147
54035;Avricourt;388
82028;Canals;816
10143;Étourvy;152
03196;Neuilly-en-Donjon;206
60477;Ons-en-Bray;1378
03185;Montluçon;33342
33461;Saint-Philippe-d'Aiguille;382
74305;Ville-la-Grand;9169
03155;Lurcy-Lévis;1879
54468;Saffais;109
80707;Saint-Léger-sur-Bresle;75
09256;Saint-Bauzeil;58
31042;Bagnères-de-Luchon;2152
74154;Lugrin;2513
11384;Soulatgé;128
49301;Saint-Macaire-en-Mauges;25806
36008;Arpheuilles;233
57422;Louvigny;881
86068;Chaunay;1209
33009;Arcachon;11259
76520;Réalcamp;595
31490;Saint-Jory;7346
80559;Montagne-Fayel;143
74288;Valleiry;4916
33427;Saint-Laurent-du-Bois;250
38414;Sainte-Luce;41
31503;Saint-Martory;1052
23187;Saint-Dizier-la-Tour;183
61457;Saint-Symphorien-des-Bruyères;473
07218;Saint-Basile;345
30108;L' Estréchure;153
58278;Sermoise-sur-Loire;1494
73289;La Table;419
77344;Oissery;2459
38050;Le Bouchage;641
76281;La Frénaye;2081
60550;Rothois;227
26328;Saint-Sauveur-en-Diois;52
11132;Fabrezan;1257
78291;Guerville;2124
16223;Montbron;1997
64439;Ousse;1663
34180;Nébian;1512
29284;Treffiagat;2424
26041;Beausemblant;1435
40297;Le Sen;227
39054;Biefmorin;97
79326;Thénezay;1404
10264;Noé-les-Mallets;108
65416;Seich;86
64421;Ogeu-les-Bains;1272
23182;Saint-Avit-de-Tardes;166
34139;Lieuran-lès-Béziers;1411
35002;Amanlis;1762
62367;Gauchin-Verloingt;796
94054;Orly;24482
25368;Marchaux;1446
12219;Sainte-Eulalie-d'Olt;373
03042;Le Breuil;531
65443;Thuy;17
01288;Péron;2838
63256;Novacelles;151
22363;Trélévern;1241
62246;Coupelle-Neuve;147
67201;Hirschland;297
85098;La Génétouze;1976
64177;Castétis;642
68078;Eguisheim;1732
01402;Sermoyer;648
28108;Cormainville;231
63226;Mezel;3208
11218;Marquein;81
57382;Langatte;605
24042;Biras;700
15083;Jussac;2026
60131;Catheux;103
07265;Saint-Marcel-lès-Annonay;1381
40274;Saint-Martin-d'Oney;1366
04050;Châteaufort;25
88390;Robécourt;103
08205;Hagnicourt;69
19051;Chaumeil;164
70401;Ovanches;146
17274;Périgny;8741
38039;Bernin;3126
76721;Varneville-Bretteville;326
03292;Tronget;887
76407;Manneville-ès-Plains;311
29091;Kerlouan;2058
28160;Francourville;894
70162;Colombe-lès-Vesoul;477
80697;Saint-Acheul;35
25474;Le Puy;108
51286;Hauteville;237
17381;Saint-Pardoult;219
25186;Cussey-sur-l'Ognon;1056
79302;Saivres;1343
69252;Trèves;735
55395;Osches;56
78391;Méricourt;377
70232;Ferrières-lès-Scey;130
67476;Stattmatten;751
88198;Gerbépal;558
11344;Saint-Hilaire;713
42326;Véranne;903
67074;Cleebourg;640
2A132;Guargualé;151
56212;Saint-Dolay;2603
10180;Joncreuil;96
03043;Broût-Vernet;1200
85021;La Bernardière;1880
14293;Fumichon;270
79130;Frontenay-Rohan-Rohan;2946
34277;Saint-Maurice-Navacelles;182
10313;Radonvilliers;341
62409;Hannescamps;194
50172;Émondeville;345
24575;Veyrines-de-Domme;234
33087;Camiran;416
61082;Le Chalange;84
79022;Availles-Thouarsais;188
68203;Merxheim;1285
09132;Gaudiès;240
52550;Wassy;2777
14341;Ifs;11981
18264;Thou;79
57627;Sanry-sur-Nied;389
47171;Monbalen;447
17351;Saint-Just-Luzac;2063
02270;Douchy;165
31417;Pibrac;8678
23030;Bourganeuf;2450
76582;Saint-Germain-d'Étables;236
52401;Poulangy;355
26033;La Baume-de-Transit;928
93048;Montreuil;111455
21578;Saint-Victor-sur-Ouche;317
07297;Saint-Sylvestre;509
07151;Mars;251
50523;Sainte-Mère-Église;2965
90062;Larivière;275
59259;Ghissignies;498
71124;Chenôves;205
16018;Ars;699
91319;Janvry;643
80691;Saigneville;340
35017;La Baussaine;675
38304;Pierre-Châtel;1496
2B265;Rutali;466
68151;Husseren-Wesserling;1042
29232;Quimper;63642
18161;Neuilly-en-Dun;223
51590;Vanault-les-Dames;370
03304;Vendat;2254
77114;Chevry-Cossigny;3904
14005;Airan;1682
32079;Castelnau-d'Auzan;1186
71082;Champlecy;216
66211;Tordères;184
60603;Salency;892
80288;Estrées-Deniécourt;358
19120;Louignac;242
65127;Capvern;1267
02128;Bruyères-et-Montbérault;1432
59113;Bruille-lez-Marchiennes;1350
33281;Mérignac;75729
59117;Bugnicourt;1074
44149;Saffré;4036
54145;Crévic;953
58028;Beaumont-Sardolles;117
32075;Cassaigne;231
63428;Teilhet;281
88500;Ventron;828
61408;Sainte-Honorine-la-Guillaume;342
35030;La Bosse-de-Bretagne;693
03204;Paray-sous-Briailles;617
71081;Champforgeuil;2595
58152;Magny-Cours;1401
89223;Lézinnes;663
89229;Lixy;479
30304;Salazac;202
72115;Dissay-sous-Courcillon;918
38268;Le Moutaret;257
44041;La Chevrolière;6144
64235;Garris;305
62510;Liévin;30149
52547;Vouécourt;206
62265;Delettes;1168
80746;Talmas;1079
01239;Massignieu-de-Rives;642
91689;Wissous;6991
21106;Bretenière;912
08283;Mazerny;127
68268;Retzwiller;696
76644;Saint-Rémy-Boscrocourt;801
47033;Boudy-de-Beauregard;402
53091;Désertines;454
80287;Estréboeuf;240
70222;Étrelles-et-la-Montbleuse;93
17275;Pessines;785
51082;Braux-Sainte-Cohière;94
62341;Foncquevillers;399
01397;Sauverny;992
67104;Drachenbronn-Birlenbach;591
30309;Sardan;352
02723;Soize;96
21292;Genlis;5165
52172;Dommartin-le-Saint-Père;282
40021;Azur;942
38412;Saint-Laurent-du-Pont;4488
59544;Saint-Saulve;11117
57262;Grostenquin;635
65117;Cadeilhan-Trachère;44
19089;Gros-Chastang;187
02579;Oulchy-la-Ville;124
59098;Bousbecque;4847
62764;Saint-Nicolas;4603
05162;La Saulce;1387
44036;Châteaubriant;12189
14204;Cricqueville-en-Bessin;170
81030;Bertre;110
03022;Bellenaves;982
60194;Dargies;244
95369;Margency;2896
57653;Silly-en-Saulnois;34
57446;Marimont-lès-Bénestroff;49
76719;Valmont;867
11105;Cournanel;685
25390;Montbenoît;401
07008;Alissas;1445
08255;Linay;221
76085;Bertreville-Saint-Ouen;331
64461;Puyoô;1098
84151;Vitrolles-en-Lubéron;180
24184;Florimont-Gaumier;156
14132;Canchy;203
64355;Louvigny;137
60366;Litz;365
76255;Eu;6591
39577;Vincent;392
16390;Tusson;234
39120;Châtelneuf;124
68126;Hégenheim;3386
74235;Saint-Germain-sur-Rhône;639
2A345;Vero;617
26113;Die;4803
77316;Orvanne;12581
84003;Apt;10536
61229;Loisail;131
28074;La Chapelle-d'Aunainville;245
63456;Vichel;336
76575;Saint-Étienne-du-Rouvray;28508
94042;Joinville-le-Pont;20413
28185;Goussainville;1309
31245;Juzet-d'Izaut;184
64268;Idaux-Mendy;276
10193;Lesmont;302
72066;La Chapelle-Saint-Fray;421
65186;Gaudent;34
70009;Aisey-et-Richecourt;100
85198;Saint-Aubin-des-Ormeaux;1371
52364;Orcevaux;100
01088;Charnoz-sur-Ain;898
21250;Essarois;83
2A028;Balogna;146
56188;Quistinic;1421
25182;Cubry;99
03098;Désertines;4387
34087;Cournonsec;3550
71036;Bissy-sous-Uxelles;69
32380;Saint-Griède;143
37276;Villedômer;1310
25317;Jallerange;272
83062;La Garde;25912
69112;Lentilly;6508
34268;Saint-Jean-de-la-Blaquière;675
31012;Arbon;95
27635;Le Thuit;141
16076;Champagne-Mouton;878
86261;Sèvres-Anxaumont;2311
15018;Barriac-les-Bosquets;136
07122;Lachapelle-sous-Aubenas;1770
59356;Lompret;2182
38297;Passins;1861
08110;Le Châtelet-sur-Sormonne;170
27151;Charleval;1704
64270;Igon;973
04149;Peyruis;2804
88372;Raon-l'Étape;6061
38140;Crolles;8317
88273;Longchamp;461
24514;Saint-Vivien;241
2B164;Monacia-d'Orezza;23
16420;Voulgézac;240
29011;Bohars;3615
63262;Orcet;2837
43095;Fix-Saint-Geneys;140
36186;Saint-Christophe-en-Boucherie;241
67347;Obermodern-Zutzendorf;1740
78320;Jeufosse;707
40261;Saint-Geours-de-Maremne;2868
50321;Le Mesnil-Rouxelin;480
71002;L' Abergement-Sainte-Colombe;1236
10119;Cunfin;174
64492;Saint-Michel;290
48144;Sainte-Croix-Vallée-Française;294
04104;Limans;389
44162;Saint-Herblain;49537
88095;Châtenois;1720
74109;Éloise;931
34194;Paulhan;4031
14096;Brémoy;247
64329;Lée;1261
57330;Holving;1262
86109;Guesnes;226
12186;Pousthomy;213
63058;Bulhon;569
06022;Bouyon;543
34135;Lespignan;3325
55516;Tréveray;550
85251;Saint-Maurice-des-Noues;632
18195;Sagonne;186
31479;Saint-Ferréol-de-Comminges;60
47281;Saint-Urcisse;249
77240;Jouy-sur-Morin;2212
71327;Mussy-sous-Dun;333
25607;Vernois-lès-Belvoir;54
03104;Doyet;1149
21043;Baigneux-les-Juifs;206
25481;Raynans;338
21312;Gurgy-la-Ville;26
89291;Passy;333
87165;Saint-Martin-le-Mault;142
60107;Breuil-le-Vert;3139
46286;Saint-Paul-de-Vern;175
55155;Dombasle-en-Argonne;384
66088;Ille-sur-Têt;5538
76395;Longueil;526
74029;Bassy;407
59141;Cauroir;571
86172;Mouterre-sur-Blourde;164
45122;Dampierre-en-Burly;1431
22381;Trézény;354
66221;Valmanya;34
38026;La Balme-les-Grottes;1138
91226;Étréchy;6866
57393;Lengelsheim;193
23213;Saint-Marien;193
32022;Avéron-Bergelle;179
22092;Kerpert;269
54168;Dommartin-sous-Amance;302
76717;Val-de-la-Haye;708
59234;Flers-en-Escrebieux;5642
24053;Boulazac;10697
08187;Gernelle;316
02358;Grougis;315
89380;Savigny-sur-Clairis;450
28335;Saint-Éliph;838
19119;Lostanges;151
22305;Saint-Jouan-de-l'Isle;469
17036;Beaugeay;785
88320;Nayemont-les-Fosses;774
46079;Cras;100
73116;Fontcouverte-la-Toussuire;481
61024;Banvou;620
33535;Tresses;5086
37259;Tournon-Saint-Pierre;448
50111;Cerisy-la-Salle;1025
64249;Guéthary;1323
64480;Saint-Gladie-Arrive-Munein;198
74112;Épagny;8454
51125;Chapelaine;54
10035;Bayel;743
39052;Bief-des-Maisons;72
34107;Fraisse-sur-Agout;339
36111;Malicornay;191
27008;Alizay;1592
73182;Mouxy;2270
42001;Aboën;473
89252;Merry-Sec;178
32242;Masseube;1524
66100;Llo;161
87076;Jabreilles-les-Bordes;237
30331;Tresques;1803
42141;Mars;565
02636;Regny;198
73039;Belmont-Tramonet;515
60328;Juvignies;299
54564;Viéville-en-Haye;139
45306;La Selle-en-Hermoy;771
21711;Vix;98
63207;Marat;810
38173;Le Freney-d'Oisans;250
09233;Pradettes;44
43076;Connangles;132
14713;Trois-Monts;566
16236;Mouthiers-sur-Boëme;2359
81298;Teulat;477
88435;Saint-Remy;520
08199;La Grandville;778
41276;Villebarou;2519
27238;Ferrières-Haut-Clocher;1140
08469;Vendresse;471
07237;Saint-Fortunat-sur-Eyrieux;795
48079;Lajo;116
37161;Mosnes;812
45339;Villemoutiers;479
68228;Munwiller;456
76408;Manneville-la-Goupil;1052
63035;Beauregard-Vendon;1298
62706;Richebourg;2618
41213;Saint-Gourgon;97
36170;Reboursin;101
10115;Creney-près-Troyes;1997
31185;Folcarde;116
84078;Mondragon;3679
27134;Cauverville-en-Roumois;211
14694;Le Torquesne;534
46319;Théminettes;177
38334;Revel;1308
63296;Ravel;794
72129;Fatines;881
45078;Chapelon;251
25320;Labergement-Sainte-Marie;1241
21319;Izeure;907
60546;Rosières;141
11328;Routier;235
54349;Manonviller;168
28210;Levesville-la-Chenard;225
02125;Brumetz;181
68340;Ueberstrass;357
30154;Mandagout;379
50288;Marcey-les-Grèves;1297
54561;Vennezey;41
31164;Drudas;198
63012;Artonne;935
57246;Gelucourt;221
49299;Saint-Léger-sous-Cholet;3072
30356;Rodilhan;2821
06021;Bonson;716
02083;Beuvardes;746
10072;La Chaise;33
47194;Moustier;317
30287;Saint-Michel-d'Euzet;691
21041;Avot;188
71199;Flagy;171
40097;Eugénie-les-Bains;473
80063;Beauchamps;958
02122;Brie;55
39573;Villette-lès-Dole;790
42154;Néronde;474
22139;Magoar;80
25472;Puessans;33
48194;Vialas;438
34339;Villespassans;182
07275;Saint-Mélany;96
14055;Beaumont-en-Auge;398
58107;Dun-sur-Grandry;145
46232;Les Quatre-Routes-du-Lot;970
68196;Magny;291
38129;Corrençon-en-Vercors;366
56033;Carentoir;3043
78125;La Celle-les-Bordes;825
12209;Saint-Amans-des-Cots;754
03091;Créchy;430
80324;Fontaine-le-Sec;141
25513;Sainte-Anne;50
62590;Monts-en-Ternois;62
69240;Saint-Vincent-de-Reins;620
22375;Tressignaux;694
88485;La Vacheresse-et-la-Rouillie;123
18256;Subligny;337
24562;Vallereuil;266
68140;Hirtzfelden;1317
34188;Olmet-et-Villecun;170
14223;Le Détroit;90
82129;Montgaillard;146
77182;La Ferté-Gaucher;4820
82119;Montalzat;653
03263;Saint-Voir;199
46036;Le Bouyssou;124
67072;Butten;662
32404;Saint-Puy;588
16233;Mosnac;985
09054;Betchat;356
21527;La Rochepot;279
31200;Frontignan-de-Comminges;77
76181;Cléville;144
64324;Lasseube;1741
55174;Épinonville;74
84014;Beaumont-de-Pertuis;1115
2B159;Meria;79
66039;Caramany;131
87086;Linards;1011
27590;Saint-Pierre-de-Cernières;242
36083;Giroux;119
02207;Commenchon;218
27454;Perruel;462
57683;Uckange;6976
46226;Prendeignes;230
11407;Verdun-en-Lauragais;287
59479;Quarouble;3131
45189;Louzouer;245
30035;Belvézet;238
44186;Sainte-Pazanne;7218
66032;Calmeilles;60
43138;Monlet;410
55024;Azannes-et-Soumazannes;161
51525;Sarry;2011
72196;Mézières-sur-Ponthouin;737
29272;Saint-Yvi;3339
80143;Brocourt;105
45278;Sainte-Geneviève-des-Bois;1057
43140;Le Monteil;679
76653;Saint-Vaast-Dieppedalle;375
56205;Saint-Armel;883
88307;Mont-lès-Lamarche;95
63118;Condat-en-Combraille;411
39070;Bourg-de-Sirod;89
27442;Notre-Dame-du-Hamel;191
73226;Saint-Béron;1712
02798;Viels-Maisons;1205
67060;Bourgheim;635
27464;Le Plessis-Grohan;910
61275;Le Merlerault;753
14116;Le Bû-sur-Rouvres;114
42208;Saint-Christo-en-Jarez;1896
91377;Massy;50962
29172;Plomodiern;2251
2B318;Taglio-Isolaccio;595
18190;Quincy;824
70051;La Basse-Vaivre;38
76052;Bailleul-Neuville;223
51158;Val-des-Marais;572
11392;Tournissan;276
57202;Etzling;1147
32320;Plieux;157
16393;Vars;2165
37071;Chezelles;131
45321;Thimory;692
33443;Saint-Martin-de-Lerm;157
69275;Décines-Charpieu;29731
32012;Aubiet;1123
54136;Conflans-en-Jarnisy;2366
01017;Argis;432
14732;Vaux-sur-Aure;291
76338;La Hallotière;211
61032;Beaufai;327
76208;Cuy-Saint-Fiacre;642
45331;Vannes-sur-Cosson;613
79259;Saint-Jean-de-Thouars;1339
40030;Baudignan;52
38377;Saint-Clair-de-la-Tour;3425
33114;Cavignac;2388
53246;Saint-Pierre-des-Nids;1766
29228;Primelin;640
89048;Boeurs-en-Othe;339
10295;Polisot;323
85018;Beauvoir-sur-Mer;3876
42252;Saint-Laurent-Rochefort;251
70295;La Lanterne-et-les-Armonts;206
974416;Saint-Pierre;84077
24076;Campagne;417
59068;Berlaimont;3180
39169;Courbouzon;589
41160;Neuvy;321
58027;Beaumont-la-Ferrière;120
80084;Bermesnil;206
71003;Allerey-sur-Saône;804
48147;Saint-Étienne-du-Valdonnez;638
95250;Fosses;9929
18206;Saint-Éloy-de-Gy;1558
72272;Sainte-Cérotte;314
80486;Long;608
67295;Mittelbergheim;598
04139;Noyers-sur-Jabron;524
26282;Romeyer;216
80563;Montigny-les-Jongleurs;99
46192;Meyronne;258
45009;Aschères-le-Marché;1142
57763;Zommange;46
37176;Noyant-de-Touraine;1170
21178;Clémencey;312
74019;Argonay;3600
60279;Gondreville;200
55285;Lavoye;148
39460;La Rixouse;190
49269;Saint-Christophe-du-Bois;2858
10103;Colombé-le-Sec;154
32377;Saint-Georges;190
59495;Recquignies;2420
43258;Vergongheon;1799
66210;Thuir;8173
73057;Brides-les-Bains;473
88028;La Baffe;612
31050;Beauchalot;646
47034;Bouglon;643
18083;Culan;771
59217;Eth;341
77225;La Haute-Maison;336
78162;Choisel;534
40129;Josse;958
57348;Ippling;794
19075;Espagnac;382
32225;Malabat;100
32189;Lannemaignan;106
16050;Bonneuil;245
80775;Valines;621
14390;Maisoncelles-sur-Ajon;194
47055;Castelnaud-de-Gratecambe;515
21672;Vesvres;28
40047;Bonnegarde;259
50604;Tréauville;736
10077;Champigny-sur-Aube;100
57439;Manderen;602
80052;Baizieux;232
35052;Champeaux;507
29098;Lampaul-Plouarzel;2153
60295;Halloy;441
57633;Sarreinsming;1234
63437;Trémouille-Saint-Loup;148
51300;Isle-sur-Marne;93
81175;Montdurausse;410
72048;Briosne-lès-Sables;515
63340;Saint-Étienne-sur-Usson;255
25558;Tarcenay;1508
22002;Andel;1156
17369;Saint-Martin-de-Ré;2263
67115;Ebersheim;2291
53270;Vieuvy;107
28176;Le Gault-Saint-Denis;681
17311;Saint-Augustin;1462
83059;Forcalqueiret;3269
54412;Othe;40
07235;Sainte-Eulalie;212
68335;Thannenkirch;463
16194;Lupsault;113
22098;Landéhen;1442
73309;Verel-de-Montbel;326
87176;Saint-Priest-Ligoure;686
11012;Argeliers;2142
66125;Olette;342
07307;Sanilhac;452
51055;Bétheny;7086
42077;Croizet-sur-Gand;309
77118;Claye-Souilly;12282
23200;Saint-Goussaud;163
95270;Genainville;529
38530;Vaulx-Milieu;2505
76545;Rouxmesnil-Bouteilles;1814
53057;La Chapelle-au-Riboul;504
78472;Orsonville;327
28251;Mézières-en-Drouais;1055
51391;Muizon;2086
72001;Aigné;1687
02103;Boué;1324
74279;Thollon-les-Mémises;817
48063;Fontans;235
26108;Crest;8756
61006;Argentan;13291
59474;Prisches;1043
42083;Dargoire;526
30135;Jonquières-Saint-Vincent;3851
77424;Saint-Martin-du-Boschet;270
67522;Weislingen;549
35226;Pleugueneuc;2018
48153;Saint-Gal;88
64230;Gan;5622
48110;Paulhac-en-Margeride;97
62535;La Madelaine-sous-Montreuil;149
50476;Saint-Germain-d'Elle;214
80411;Le Hamel;484
28105;Combres;548
28329;Saint-Christophe;153
86131;Lhommaizé;901
12037;Broquiès;610
57472;Moncheux;147
21483;Pichanges;300
77509;Villeneuve-les-Bordes;616
80810;Vitz-sur-Authie;135
04046;Le Chaffaut-Saint-Jurson;691
73202;Plancherine;464
59205;Escaudain;9253
59623;Villers-Guislain;680
40252;Sainte-Colombe;622
31419;Le Pin-Murelet;169
67344;Oberhoffen-lès-Wissembourg;316
05086;Montjay;104
64180;Castetpugon;210
59219;Estrun;719
85123;Liez;290
32138;Garravet;150
59637;Wandignies-Hamage;1318
03254;Saint-Pourçain-sur-Sioule;4997
88118;Coussey;710
72128;Évaillé;522
80245;Domléger-Longvillers;297
03105;Droiturier;365
65118;Caharet;33
26215;La Motte-Chalancon;405
83080;Mons;837
77029;Beauvoir;183
71281;Marly-sur-Arroux;302
17437;Talmont-sur-Gironde;89
64509;Sauguis-Saint-Étienne;170
74062;Charvonnex;1524
24224;Lamonzie-Montastruc;692
31290;Lège;33
25306;L' Hôpital-Saint-Lieffroy;123
57692;Vannecourt;71
17117;Contré;137
64534;Taron-Sadirac-Viellenave;177
70028;Aroz;143
54066;Bettainvillers;398
88179;Fouchécourt;42
71433;Saint-Julien-de-Civry;478
30073;Castillon-du-Gard;1676
30218;Rochegude;250
94065;Rungis;5647
21433;Montigny-Mornay-Villeneuve-sur-Vingeanne;381
11309;Rennes-le-Château;89
50121;La Chapelle-Cécelin;243
02109;La Bouteille;472
58282;Surgy;334
45040;Bonny-sur-Loire;1842
63033;Beaumont-lès-Randan;319
67478;Steinbourg;1926
2A331;Urbalacone;62
85090;La Flocellière;6391
48073;Les Hermaux;99
85207;Saint-Denis-du-Payré;391
34010;Aniane;2943
16354;Sainte-Souline;121
59573;Solrinnes;143
71438;Saint-Léger-du-Bois;518
39237;Fraroz;54
31318;Marignac-Laspeyres;199
38136;Crachier;580
24179;La Feuillade;788
73128;Grésy-sur-Aix;4571
50208;Gonfreville;162
06009;Bairols;124
18200;Saint-Bouize;276
25526;Sainte-Suzanne;1422
77018;Bailly-Romainvilliers;7169
64374;Mazerolles;1172
79285;Saint-Pardoux;1867
88258;Lamarche;841
79058;Brûlain;761
46082;Cremps;368
57615;Saint-Jean-Rohrbach;963
13048;Jouques;4404
79001;L' Absie;1073
71279;Marizy;611
26191;Montboucher-sur-Jabron;2507
52171;Dommartin-le-Franc;241
27417;Morgny;675
16208;Mareuil;387
71305;Montbellet;845
18036;Brinay;524
89259;Môlay;97
89456;Villemanoche;667
54015;Anderny;256
40182;Mézos;841
95094;Bouqueval;305
73160;Montagnole;984
04022;Barrême;405
42131;Maizilly;324
85247;Saint-Martin-des-Tilleuls;1120
57680;Troisfontaines;1250
30036;Bernis;3397
27472;Portes;265
24555;Tourtoirac;636
67196;Hilsenheim;2626
94048;Marolles-en-Brie;4689
23017;Basville;168
51098;Bussy-le-Repos;136
70151;Chevigney;36
29100;Lanarvily;409
62603;Nesles;1070
74254;Saint-Sylvestre;600
61180;Fresnay-le-Samson;100
40221;Perquie;341
34118;Guzargues;492
80737;Sorel;161
33489;Saint-Vivien-de-Blaye;360
10346;Saint-Léger-sous-Margerie;50
33350;Rauzan;1249
27005;Ailly;1210
33204;Hure;559
45208;Montargis;15061
47031;Boé;5723
44182;Saint-Michel-Chef-Chef;5324
70371;Montureux-et-Prantigny;196
33478;Saint-Seurin-sur-l'Isle;3151
30235;Saint-Bonnet-du-Gard;833
64201;Dognen;229
60473;Ognes;311
61497;Valframbert;1721
12128;Lescure-Jaoul;222
16261;Les Pins;490
08413;Seraincourt;257
88147;Dommartin-aux-Bois;394
01367;Saint-Julien-sur-Reyssouze;707
21442;Morey-Saint-Denis;645
02754;Ugny-le-Gay;186
28046;Boissy-lès-Perche;484
08075;Boult-aux-Bois;144
73054;Bourg-Saint-Maurice;7187
65479;Visker;363
25214;Écot;491
31433;Portet-sur-Garonne;9805
72021;Avoise;570
25235;Ferrières-les-Bois;323
02097;Boncourt;265
80002;Ablaincourt-Pressoir;267
39456;Relans;345
38015;Artas;1832
59164;Croix-Caluyau;239
50482;Saint-Germain-sur-Sèves;168
09284;Ségura;191
25622;Villers-Buzon;277
51360;Le Meix-Saint-Epoing;303
01338;Saint-Benoît;1238
02105;Bouresches;190
70467;Saint-Loup-sur-Semouse;2944
03024;Bert;247
54239;Griscourt;139
88480;Ubexy;167
36224;Tournon-Saint-Martin;1119
56182;Priziac;1011
67246;Kogenheim;1241
79150;Limalonges;838
12039;Brusque;259
08098;Champigneulle;54
70187;Crevans-et-la-Chapelle-lès-Granges;254
31436;Pouy-de-Touges;425
53126;Larchamp;1046
88455;Serécourt;99
27049;Beaumesnil;4452
26043;Beauvoisin;144
24302;Nailhac;293
47046;Calonges;589
83012;Barjols;3006
42064;Chuyer;750
28406;Viabon;1242
54312;Lesménils;495
37002;Ambillou;1751
69034;Caluire-et-Cuire;43572
60109;Brombos;251
27659;La Trinité;126
33173;Francs;182
50342;Montfarville;798
07202;Sablières;170
67544;Wissembourg;7516
30242;Saint-Christol-de-Rodières;160
19060;Condat-sur-Ganaveix;662
38330;Quincieu;104
54471;Saint-Boingt;73
64457;Poursiugues-Boucoue;184
37202;La Roche-Clermault;532
39132;La Chaux-en-Bresse;31
40065;Capbreton;9185
05017;La Bâtie-Neuve;2595
09339;Villeneuve-du-Paréage;765
77532;Vulaines-lès-Provins;70
62739;Sains-lès-Marquion;326
36016;Bélâbre;924
22260;Le Quillio;579
61029;Bazoches-sur-Hoëne;831
44113;Nozay;4228
01274;Les Neyrolles;632
35139;Laillé;5131
21533;Rouvres-sous-Meilly;86
35154;Livré-sur-Changeon;1728
12228;Saint-Izaire;313
60401;Le Mesnil-Théribus;786
18207;Saint-Florent-sur-Cher;6419
31110;Cassagne;647
38012;Aoste;2869
17186;Le Gué-d'Alleré;975
38169;Fontaine;22891
77211;Grandpuits-Bailly-Carrois;1014
42151;Mornand-en-Forez;419
35247;Roz-sur-Couesnon;1013
86154;Mazeuil;251
29276;Sibiril;1168
32442;Terraube;370
03201;Nizerolles;295
36042;Chasseneuil;705
28417;Villiers-le-Morhier;1363
71212;Génelard;1397
68150;Husseren-les-Châteaux;503
21701;Villers-Rotin;125
55323;Martincourt-sur-Meuse;70
07204;Saint-Agrève;2325
16143;Fouquebrune;719
2B320;Tallone;282
08239;Juniville;1239
62563;Mazingarbe;8068
39336;Molain;111
30059;Le Cailar;2517
89039;Béru;75
80763;Le Titre;345
48050;Cocurès;446
73067;La Chambre;1178
67452;Schnersheim;1804
34272;Saint-Just;3282
08088;Bulson;135
59107;Bray-Dunes;4380
81075;Cuq;495
29176;Plonévez-Porzay;1785
46218;Pescadoires;190
79207;La Petite-Boissière;633
59336;Lécluse;1361
09084;Castex;95
57263;Grundviller;647
64437;Ostabat-Asme;214
62614;Nielles-lès-Ardres;589
58221;Rémilly;152
11061;Cambieure;318
29201;Ploumoguer;2120
49069;Champtoceaux;16709
05168;Sigoyer;730
62196;La Calotterie;593
62439;Hermelinghen;412
53180;Pommerieux;650
15057;Cros-de-Montvert;186
08318;La Neuville-aux-Joûtes;353
57572;Rémilly;2029
10146;Fay-lès-Marcilly;88
54087;Bouillonville;148
03195;Néris-les-Bains;2514
74197;Nangy;1645
44217;Vigneux-de-Bretagne;6480
33047;Berson;1821
21125;Cérilly;216
47051;Castelculier;2384
40098;Eyres-Moncube;350
2B230;Piève;114
