codgeo;libgeo;p21_pop
57517;Obergailbach;272
50568;Saussey;452
31421;Pins-Justaret;4356
80700;Saint-Blimont;883
71348;Perrigny-sur-Loire;137
41122;Maray;231
36131;Mosnay;466
24499;Saint-Sauveur;859
24571;Vergt;1731
17323;Saint-Denis-d'Oléron;1315
80242;Domart-sur-la-Luce;404
88105;Claudon;214
85164;Notre-Dame-de-Monts;2160
58150;Lys;107
09160;Lavelanet;6035
89480;Vinneuf;1583
68359;Wattwiller;1668
21704;Villiers-le-Duc;108
38226;Mens;1419
02011;Ambleny;1181
79106;Couture-d'Argenson;405
26198;Montélimar;40399
57426;Luttange;928
34120;Jacou;6823
80595;La Neuville-Sire-Bernard;295
10214;Magnicourt;88
17046;Bignay;369
60336;Lachaussée-du-Bois-d'Écu;187
69278;Genay;5520
91654;Videlles;588
52251;Jonchery;971
21229;Diancey;97
70124;Champtonnay;84
70005;Aillevans;128
2A089;Ciamannacce;131
18269;Vailly-sur-Sauldre;648
38131;Les Côtes-d'Arey;2024
62757;Saint-Martin-au-Laërt;5916
2B157;Mazzola;27
23209;Saint-Loup;183
80396;Gueschart;376
14118;Caen;108200
73004;Aillon-le-Jeune;429
59060;Beaurain;233
21101;Braux;170
33315;Les Peintures;1646
14687;Le Theil-en-Auge;196
02809;Villers-Agron-Aiguizy;66
33530;Teuillac;879
27042;Barville;83
26079;Charpey;1531
63123;Cournols;232
972227;Sainte-Luce;9350
59063;Beauvois-en-Cambrésis;1959
57334;Hommert;314
27090;Le Bosc-Roger-en-Roumois;3786
44016;La Boissière-du-Doré;1097
11106;Coursan;5751
51255;Fontaine-en-Dormois;13
28270;Moriers;222
35123;Goven;4309
80041;Aumont;138
02782;Le Verguier;218
2A358;Zévaco;51
28171;Garnay;973
09091;Cazavet;196
46007;Arcambal;993
60702;Welles-Pérennes;244
38350;Sainte-Agnès;558
95355;Magny-en-Vexin;5788
58038;Breugnon;151
61485;Ticheville;189
62690;Raye-sur-Authie;230
24215;Jayac;185
67313;Mutzig;6094
04187;Saint-Lions;39
47296;Ségalas;156
30162;Massillargues-Attuech;669
80649;Quend;1269
78202;Drocourt;557
12244;Saint-Rome-de-Tarn;895
63297;Reignat;377
26343;Souspierre;107
21242;Échigey;299
26275;Rochegude;1667
24038;Bertric-Burée;425
88332;Norroy;212
27602;Saint-Sébastien-de-Morsent;5530
01135;Crozet;2288
10280;Pars-lès-Romilly;823
62532;Lozinghem;1286
79102;Coulonges-Thouarsais;441
31501;Saint-Marcel-Paulel;467
59331;Landrecies;3435
65287;Loures-Barousse;623
51407;La Noue;393
26182;Mirabel-aux-Baronnies;1520
2B329;Tralonca;111
08351;Quilly;72
67314;Natzwiller;528
57459;Merschweiller;289
60588;Saint-Maur;379
50275;Les Loges-sur-Brécey;119
60392;Mélicocq;790
21703;Villiers-en-Morvan;49
70432;Quers;319
21656;Varanges;690
39153;Cize;809
07025;Barnas;204
971125;Saint-François;13004
30009;Alzon;173
86260;Sérigny;314
15169;Saignes;823
62537;Magnicourt-sur-Canche;102
57475;Mondorff;555
32301;Ordan-Larroque;874
40223;Peyre;234
35275;Saint-Gilles;5402
33182;Gauriac;714
48095;Mende;12316
63104;La Chaulme;113
47118;Hautesvignes;173
22079;Hénon;2320
18142;Meillant;661
72378;Vion;1405
25575;Vaire-Arcier;800
33486;Saint-Trojan;366
70141;Châtenois;117
68038;Bischwihr;1169
34080;Colombières-sur-Orb;480
73051;Le Bourget-du-Lac;4933
14469;Norrey-en-Auge;94
33230;Lapouyade;531
11030;Belflou;111
974415;Saint-Paul;105240
27398;Menneval;1538
17440;Ternant;376
53232;Saint-Léger;315
32415;Sarraguzan;88
72294;Saint-Léonard-des-Bois;474
57622;Saint-Privat-la-Montagne;1885
33151;Donnezac;927
24449;Saint-Martial-d'Artenset;943
59615;Vieux-Berquin;2649
85152;La Mothe-Achard;5391
33226;Langoiran;2191
32025;Ayzieu;159
70440;Recologne;35
07063;Cheminas;413
32041;Bellegarde;162
91553;Saint-Germain-lès-Corbeil;7472
36120;Mers-sur-Indre;666
07211;Saint-André-de-Cruzières;462
21236;Ébaty;256
68021;Bartenheim;4102
69209;Saint-Igny-de-Vers;568
64175;Castet;145
53041;Brains-sur-les-Marches;277
80046;Avelesges;53
48071;Grandvals;62
89324;Rogny-les-Sept-Écluses;685
71423;Saint-Gervais-en-Vallière;429
62433;Héricourt;81
33132;Comps;546
25102;Burnevillers;49
27567;Sainte-Marie-de-Vatimesnil;274
70251;Francourt;101
85160;Nesmy;3012
55476;Savonnières-devant-Bar;472
39252;Gevry;724
71011;Anzy-le-Duc;428
54433;Port-sur-Seille;227
76707;Tourville-sur-Arques;1193
76522;La Remuée;1285
11140;Ferrals-les-Corbières;1267
22379;Trévou-Tréguignec;1541
24051;Bosset;226
58176;Montigny-aux-Amognes;642
60505;Pontarmé;889
54209;Franconville;64
88121;Damas-aux-Bois;272
13037;La Fare-les-Oliviers;8867
61167;La Ferté-Frênel;2993
06002;Amirat;51
01257;Montanges;350
85300;Venansault;4720
87147;Saint-Gilles-les-Forêts;45
65005;Allier;439
89006;Ancy-le-Libre;146
2A092;Conca;1159
79269;Saint-Maixent-de-Beugné;417
52108;Charmes;148
11419;Villautou;65
70425;La Proiselière-et-Langle;146
79225;Reffannes;386
58161;Maux;145
64238;Ger;2066
89023;Augy;971
89195;Gron;1235
02373;Hary;189
74135;Giez;554
17130;Coux;479
71166;Cuzy;111
45323;Thou;216
71033;Bey;868
51438;Poix;71
45177;Laas;240
34160;Mons;663
63180;Joze;1158
32167;Laas;314
26061;Bren;652
39472;Rye;213
09012;Appy;28
77230;Ichy;159
56013;Belz;3834
34063;Caux;2640
71070;Buxy;2151
65459;Uzer;103
66123;Nyer;152
43006;Ally;125
51453;Recy;1060
32212;Ligardes;209
50616;Le Val-Saint-Père;1925
55160;Dompierre-aux-Bois;37
62269;Diéval;721
45093;Chevilly;2644
85211;Sainte-Flaive-des-Loups;2522
30103;Domazan;956
05050;Espinasses;807
02706;Septmonts;567
64226;Fichous-Riumayou;194
28346;Saint-Lubin-de-Cravant;56
80336;Foucaucourt-Hors-Nesle;80
39127;Chaussenans;112
81008;Almayrac;295
26334;Salettes;137
89005;Ancy-le-Franc;839
08056;Beffu-et-le-Morthomme;41
85186;La Rabatelière;1013
50621;Vaudreville;66
70264;Georfans;43
54053;Bauzemont;155
02413;Laval-en-Laonnois;244
21044;Balot;101
62399;Habarcq;657
41253;Talcy;272
71313;Monthelon;382
48010;Auroux;364
02697;Samoussy;381
55562;Villers-le-Sec;127
71520;Sevrey;1235
80645;Puchevillers;555
88103;Circourt;82
57215;Flastroff;355
63046;Boudes;272
86100;Fontaine-le-Comte;3969
86112;L' Isle-Jourdain;1167
43165;Rosières;1523
61404;Saint-Hilaire-le-Châtel;661
05070;Laragne-Montéglin;3585
80099;Bettencourt-Rivière;219
76612;Saint-Martin-au-Bosc;269
88469;Thiraucourt;100
62544;Manin;181
74296;Vers;947
46179;Lugagnac;127
17212;Louzignac;171
28158;Fontenay-sur-Eure;1153
27165;Conches-en-Ouche;4905
67126;Erckartswiller;293
07103;Intres;308
80132;Braches;209
15199;Saint-Martial;72
67281;Marckolsheim;4309
11234;Mireval-Lauragais;191
70048;Bard-lès-Pesmes;135
34030;Berlou;219
07067;Colombier-le-Cardinal;328
76591;Saint-Jacques-sur-Darnétal;3152
17239;Mons;448
39267;Ivory;92
45230;Noyers;730
01106;Cize;176
59446;Oisy;690
42135;Marclopt;542
46230;Puyjourdes;89
70322;Mailleroncourt-Charette;282
17327;Saint-Félix;319
87158;Saint-Laurent-sur-Gorre;1402
80157;Bussy-lès-Poix;92
28050;Boncourt;271
28070;Champhol;3706
51195;Couvrot;807
18254;Soye-en-Septaine;589
15009;Apchon;183
39074;Brans;202
67066;La Broque;2595
54456;Réméréville;623
47244;Sainte-Gemme-Martaillac;384
02047;Barenton-Cel;108
50359;Mortain;2943
25631;Vorges-les-Pins;581
28383;Theuville;702
53064;Châtillon-sur-Colmont;959
28324;Saint-Arnoult-des-Bois;887
47318;Vianne;979
27359;Juignettes;223
88528;Xamontarupt;153
70557;Villefrancon;126
86015;Availles-Limouzine;1262
67339;Betschdorf;4192
57431;Maizeroy;415
2B364;Zuani;36
14126;Cambremer;1310
45083;Château-Renard;2103
81302;Tréban;57
24191;Fraisse;175
29122;Laz;685
14595;Saint-Jean-de-Livet;246
16104;Condac;464
42271;Saint-Paul-en-Jarez;4771
972224;Saint-Joseph;16135
02629;Puisieux-et-Clanlieu;323
16325;Saint-Gourson;128
61474;Silly-en-Gouffern;3660
31391;Montsaunès;454
29033;Le Cloître-Pleyben;513
26335;Salles-sous-Bois;208
66049;Céret;7648
17391;Saint-Rogatien;2408
44101;La Montagne;6488
47048;Cancon;1354
2B239;Poggio-d'Oletta;215
13087;Rousset;5209
62730;Ruminghem;1602
95046;Banthelu;147
31148;Clermont-le-Fort;521
18054;Charly;245
16357;Saint-Vallier;138
38101;Cheyssieu;1036
51336;Maffrécourt;57
03147;Loddes;168
33451;Saint-Michel-de-Fronsac;522
70519;Vandelans;106
29195;Plouguerneau;6682
14571;Saint-Denis-de-Mailloc;306
31003;Aigrefeuille;1280
18283;Villecelin;80
17355;Sainte-Lheurine;519
32045;Berdoues;418
78502;Le Port-Marly;5608
85215;Saint-Fulgent;3860
82061;Féneyrols;151
02749;Troësnes;214
33210;Juillac;220
62523;Loison-sous-Lens;5255
51486;Saint-Hilaire-le-Grand;368
10157;La Fosse-Corduan;214
42211;Saint-Cyprien;2431
55424;Remennecourt;46
21622;Tart-le-Bas;247
68066;Colmar;67730
02046;Barenton-Bugny;557
51446;Pringy;431
62247;Coupelle-Vieille;585
19035;Chabrignac;536
09025;Aucazein;58
08204;Guincourt;76
94081;Vitry-sur-Seine;96205
95612;Le Thillay;4589
74133;Gaillard;10175
44068;Guenrouet;3480
09253;Sabarat;394
02290;Essômes-sur-Marne;2719
02264;Dizy-le-Gros;726
62864;Vis-en-Artois;645
33219;La Lande-de-Fronsac;2659
41296;Vouzon;1434
76101;Blangy-sur-Bresle;2862
77253;Lissy;330
32173;Labrihe;216
82059;Faudoas;293
55344;Montbras;23
43087;Dunières;2631
01118;Corbonod;1296
80023;Andechy;281
50601;Torigni-sur-Vire;4439
71477;Saint-Romain-sous-Gourdon;486
27376;Louye;219
41259;Thoré-la-Rochette;814
08314;Neuflize;845
39401;Oussières;237
87122;Razès;1173
48108;La Panouse;77
57469;Mittersheim;588
57451;Marthille;167
02537;Nanteuil-la-Fosse;207
64149;Bugnein;237
24167;Eymet;2535
54417;Parey-Saint-Césaire;245
21526;Rochefort-sur-Brévon;41
80704;Saint-Gratien;381
57649;Servigny-lès-Sainte-Barbe;472
67505;La Vancelle;400
59230;Ferrière-la-Grande;5202
29099;Lampaul-Ploudalmézeau;825
57582;Richemont;2116
10399;Vaudes;722
17486;La Brée-les-Bains;688
62660;Plouvain;454
76647;Saint-Romain-de-Colbosc;4436
87008;La Bazeuge;146
70558;La Villeneuve-Bellenoye-et-la-Maize;150
51602;Vavray-le-Petit;63
58290;Thaix;43
88244;La Houssière;518
02792;Veuilly-la-Poterie;156
23060;Chavanat;140
21197;Corpoyer-la-Chapelle;35
76049;Avesnes-en-Val;269
93049;Neuilly-Plaisance;21415
01039;Béon;
49221;Mouliherne;799
17250;Mosnac;483
64108;Bellocq;912
42017;Le Bessat;502
45127;Dordives;3263
51468;Rosnay;382
19170;Queyssac-les-Vignes;229
27661;La Trinité-de-Thouberville;424
02572;Orainville;501
12083;Cransac;1469
03205;Périgny;455
65195;Génos;136
53018;Ballots;1317
54537;Ugny;689
25071;Bondeval;479
43168;Saint-Arcons-de-Barges;116
14205;Cristot;220
40106;Garrey;216
91494;Le Plessis-Pâté;4147
02141;La Capelle;1769
48099;Le Monastier-Pin-Moriès;2078
58284;Talon;39
34343;Viols-le-Fort;1226
45109;Coulmiers;555
68223;Muhlbach-sur-Munster;806
02049;Barisis-aux-Bois;739
47241;Saint-Eutrope-de-Born;679
38280;Notre-Dame-de-Vaulx;522
29066;Guengat;1825
62441;Hermin;208
80259;Dromesnil;85
43048;La Chaise-Dieu;601
17012;Annezay;158
33211;Labarde;610
16290;Rouzède;235
64078;Auriac;221
45253;Pithiviers-le-Vieil;1726
07206;Saint-Alban-en-Montagne;67
02516;Montigny-sous-Marle;70
59597;Tilloy-lez-Cambrai;696
71100;Chardonnay;205
23203;Saint-Julien-la-Genête;220
15194;Saint-Julien-de-Toursac;102
77132;Coupvray;2949
86003;Anché;334
35093;Dinard;10219
25550;La Sommette;245
16019;Asnières-sur-Nouère;1283
03057;La Chapelle-aux-Chasses;196
63391;Saint-Rémy-de-Blot;244
67121;Elsenheim;802
59477;Provin;4469
59379;Marcq-en-Ostrevent;762
57640;Schwerdorff;471
85269;Saint-Sigismond;422
60206;Élincourt-Sainte-Marguerite;898
76384;Lillebonne;8729
64498;Saint-Vincent;391
89462;Villeneuve-les-Genêts;304
52423;Rimaucourt;634
14202;Cricqueboeuf;266
27390;Marcilly-la-Campagne;1111
14125;Cambes-en-Plaine;1807
67178;Gungwiller;285
66102;Mantet;33
52344;Mouilleron;29
33288;Monprimblanc;280
38324;Primarette;703
47323;Villeneuve-sur-Lot;21629
52124;Chézeaux;77
79263;Saint-Laurs;612
87035;Champnétery;518
02227;Courmont;121
56160;Pleugriffet;1286
81197;Noailles;211
22061;Glomel;1384
2A200;Palneca;133
50471;Saint-Georges-de-la-Rivière;263
28208;Levainville;377
38052;Le Bourg-d'Oisans;3063
11109;Coustaussa;51
80353;Fresnes-Mazancourt;157
68061;Buschwiller;1060
12118;Lacroix-Barrez;528
57022;Angevillers;1311
39084;Cernans;141
02288;Essigny-le-Petit;347
29130;Locmaria-Plouzané;5138
27035;Bailleul-la-Vallée;99
42194;Sail-les-Bains;204
33365;Saint-Aignan;197
81007;Alos;97
10188;Lantages;206
34217;Prades-le-Lez;6107
21335;Lacour-d'Arcenay;110
91661;Villebon-sur-Yvette;10322
73073;Chanaz;546
60263;Frétoy-le-Château;264
24165;Eygurande-et-Gardedeuil;410
33383;Saint-Christoly-Médoc;276
63144;Égliseneuve-d'Entraigues;333
03293;Urçay;291
25101;Burgille;573
39419;Pillemoine;62
38105;Chirens;2469
08147;Dricourt;76
80733;Senlis-le-Sec;317
59176;Doignies;320
59124;Camphin-en-Pévèle;2501
02546;La Neuville-en-Beine;186
81006;Algans;203
70159;Cognières;95
57428;Macheren;2802
78522;Rochefort-en-Yvelines;883
80790;Verpillières;167
24470;Sainte-Mondane;287
40108;Gastes;897
11320;Roquefeuil;288
19076;Espartignac;410
02494;Monceau-sur-Oise;128
66022;Boule-d'Amont;61
09173;Loubens;286
38465;Saint-Victor-de-Morestel;1116
51404;Noirlieu;109
62461;Huby-Saint-Leu;855
02054;Bazoches-sur-Vesles;524
31299;Lherm;3818
70384;Neuvelle-lès-la-Charité;223
33135;Courpiac;124
34224;Puissalicon;1350
57229;Foulcrey;151
85077;Curzon;507
76091;Beuzeville-la-Guérard;233
31009;Antichan-de-Frontignes;188
63454;Vertolaye;539
83058;Flayosc;4354
58164;Mesves-sur-Loire;657
36099;Lourdoueix-Saint-Michel;300
17109;Clavette;1441
62044;Attin;853
50445;Saint-André-de-Bohon;366
21569;Saint-Romain;206
02073;Berry-au-Bac;703
01383;Saint-Paul-de-Varax;1641
37092;Crotelles;653
02705;La Selve;202
50340;Montcuit;186
52292;Longeau-Percey;704
08361;Renwez;1637
74280;Thônes;6600
27006;Aizier;154
91599;Soisy-sur-École;1207
25422;Neuchâtel-Urtière;168
42189;Roche-la-Molière;9863
42098;Fourneaux;571
57581;Richeling;349
64014;Ainhoa;667
31057;Belberaud;1535
01102;Chevroux;973
03109;Escurolles;792
62549;Marconne;1061
78262;Galluis;1263
85293;Tiffauges;1568
32032;Bassoues;327
70289;Igny;213
76668;Saussay;365
38154;Entraigues;224
36147;Orville;140
28405;Vert-en-Drouais;1108
31468;Saint-André;243
71539;Tintry;79
47176;Mongaillard;169
67203;Hochstett;409
12240;Saint-Parthem;403
47090;Espiens;359
54108;Burthecourt-aux-Chênes;150
80426;Heilly;437
54567;Villacourt;347
60633;Thieuloy-Saint-Antoine;393
63225;Messeix;1020
08408;Sécheval;562
27565;Sainte-Marguerite-de-l'Autel;688
29248;Saint-Frégant;863
87065;Feytiat;6080
61405;Saint-Hilaire-sur-Erre;501
67557;Zellwiller;808
69058;Chiroubles;398
54533;Trieux;2638
40294;Saugnac-et-Cambran;1566
51091;Broussy-le-Petit;134
05048;L' Épine;202
33190;Goualade;96
25029;Aubonne;251
70115;Cerre-lès-Noroy;237
61111;Colombiers;332
32054;Biran;375
36088;Issoudun;10992
30346;Vers-Pont-du-Gard;1773
51302;Les Istres-et-Bury;91
05142;Saint-Firmin;449
54036;Avril;1199
03213;Reugny;260
32239;Marsolan;446
12237;Saint-Laurent-d'Olt;639
972230;La Trinité;11747
34157;Mèze;12664
57120;Burlioncourt;114
66160;Reynès;1244
64069;Aste-Béon;228
70025;Arbecey;241
51340;Maisons-en-Champagne;543
28124;Dampierre-sur-Avre;755
11084;Caux-et-Sauzens;1001
29249;Saint-Goazec;721
01349;Saint-Éloi;524
64496;Saint-Pierre-d'Irube;5822
34283;Saint-Pierre-de-la-Fage;127
02776;Vendhuile;563
24548;Teyjat;277
57129;Charly-Oradour;775
89426;Val-de-Mercy;384
51519;Saint-Thomas-en-Argonne;38
19121;Lubersac;2253
37047;Cerelles;1242
30119;Fressac;159
59088;Bois-Grenier;1793
88159;Entre-deux-Eaux;505
92044;Levallois-Perret;68009
39352;Monteplain;143
36006;Argenton-sur-Creuse;4848
54370;Minorville;225
53079;Couesmes-Vaucé;377
01322;Reyrieux;5098
83089;Ollières;639
14558;Saint-Aubin-d'Arquenay;1121
55545;Verdun;16689
36010;Azay-le-Ferron;852
25508;Roulans;1125
24288;Montazeau;281
52487;Thilleux;63
2A071;Casalabriva;224
36013;Baudres;409
21224;Dampierre-en-Montagne;61
02489;Molinchart;349
57032;Ars-sur-Moselle;4651
23146;Nouzerines;236
68154;Illzach;14829
51610;Verrières;390
60280;Gourchelles;106
37188;Pouzay;900
07049;Le Chambon;58
71499;Sanvignes-les-Mines;4295
21227;Darois;495
70565;Villers-Pater;53
57624;Sainte-Ruffine;588
53066;Chemazé;1375
16151;Genté;895
62043;Les Attaques;2052
88209;Golbey;8849
2A268;Sampolo;84
2B084;Cateri;249
59210;Esquelbecq;2134
90005;Auxelles-Bas;432
59659;Wignehies;2821
57304;Haut-Clocher;358
42149;Montrond-les-Bains;5550
62883;Wavrans-sur-Ternoise;196
17436;Taillebourg;776
26095;Cléon-d'Andran;974
54255;Haudonville;83
49253;Le Puy-Notre-Dame;1121
37210;Saint-Benoît-la-Forêt;846
69023;Blacé;1669
32236;Marguestau;58
39095;Champagne-sur-Loue;120
80713;Saint-Quentin-en-Tourmont;288
62180;Brias;295
08500;Wignicourt;56
64017;Alos-Sibas-Abense;320
60594;Saint-Quentin-des-Prés;280
59614;Viesly;1379
17404;Saint-Simon-de-Pellouaille;679
27547;Saint-Germain-la-Campagne;866
80681;Rouvrel;305
07062;Chazeaux;139
76620;Saint-Martin-l'Hortier;272
55137;Cuisy;48
43044;Cerzat;205
88286;Marainville-sur-Madon;97
13103;Salon-de-Provence;44731
75105;Paris 5e  Arrondissement;56841
19067;Curemonte;212
65009;Anères;169
24313;Orliac;47
21370;Magny-sur-Tille;883
80813;Vraignes-lès-Hornoy;96
29004;Bannalec;5713
80140;Brévillers;113
55105;Châtillon-sous-les-Côtes;175
68193;Luttenbach-près-Munster;766
54264;Houdelmont;345
67498;Uhrwiller;708
19181;Saint-Augustin;417
26181;Mévouillon;231
71494;La Salle;513
62151;Boisleux-au-Mont;514
17007;Anais;316
18263;Thénioux;664
50274;Les Loges-Marchis;1025
59433;Nieurlet;903
25430;Ollans;38
09024;Aston;198
52280;Lecey;195
12098;Estaing;492
54373;Moncel-lès-Lunéville;613
85010;Avrillé;1415
40279;Saint-Paul-lès-Dax;14317
09119;Eycheil;535
79015;Asnières-en-Poitou;189
17063;Breuil-la-Réorte;466
84098;Roaix;619
46329;Vaylats;332
14009;Amfreville;1383
19043;La Chapelle-aux-Brocs;442
65314;Monfaucon;206
21661;Velars-sur-Ouche;1808
02194;Cilly;177
21052;Beaulieu;26
12211;Saint-André-de-Vézines;133
63264;Orcival;245
03267;Saulcet;652
63008;Arconsat;580
08498;Warnécourt;382
82072;Golfech;1011
19164;Peyrelevade;828
79002;Adilly;311
77024;Bassevelle;395
16263;Plassac-Rouffiac;387
71370;Rigny-sur-Arroux;619
89394;Sery;72
25473;Pugey;701
89072;Champcevrais;309
21338;Lamargelle;151
62505;Leulinghen-Bernes;532
41024;Boursay;179
48178;Saint-Privat-de-Vallongue;223
28368;La Saucelle;204
50546;Saint-Samson-de-Bonfossé;3312
50513;Saint-Martin-de-Cenilly;196
12144;Meljac;128
60267;Le Gallet;164
12047;Campagnac;444
2B168;Monticello;2029
55448;Rupt-devant-Saint-Mihiel;42
71004;Allériot;1163
30130;Génolhac;822
86088;Croutelle;913
974401;Les Avirons;11434
24186;Fonroque;331
30335;Vabres;141
01448;Villes;400
60270;Genvry;332
71182;Dracy-le-Fort;1464
10251;Montigny-les-Monts;253
14588;Saint-Germain-Langot;348
54591;Voinémont;332
63022;Auzat-la-Combelle;1967
55189;Fleury-devant-Douaumont;0
71495;Salornay-sur-Guye;871
57547;Pommérieux;718
32222;Magnan;232
57591;Rombas;9697
70517;Vallerois-Lorioz;414
29071;Guilligomarc'h;797
31478;Saint-Félix-Lauragais;1258
62562;Matringhem;174
03033;Bost;180
77188;Fontaine-le-Port;1003
24257;Marsalès;227
21631;Thomirey;56
56156;Persquen;352
76126;Bosc-Mesnil;325
10034;Bar-sur-Seine;2877
21390;Marsannay-la-Côte;5309
47211;Poudenas;203
62070;Bailleul-aux-Cornailles;265
10094;Chavanges;593
55348;Montiers-sur-Saulx;367
43202;Saint-Julien-des-Chazes;60
62601;Nédonchel;348
02040;Autreppes;176
07179;Pourchères;136
89233;Lucy-sur-Cure;202
10265;Les Noës-près-Troyes;3267
83055;Fayence;5890
88513;Vincey;2112
33452;Saint-Michel-de-Rieufret;884
76592;Saint-Jean-de-Folleville;800
38150;Domène;6720
17454;Tugéras-Saint-Maurice;380
74306;Villy-le-Bouveret;623
71513;Senozan;1127
94076;Villejuif;57753
21091;Bouhey;49
85304;Vouillé-les-Marais;758
70095;Breurey-lès-Faverney;616
76448;Montmain;1448
07027;Beauchastel;1838
12084;Creissels;1552
57405;Lindre-Haute;52
62703;Rémy;383
80421;Hattencourt;298
02276;Englancourt;117
93057;Les Pavillons-sous-Bois;24165
19013;Aubazines;866
09064;Bouan;40
974405;Petite-Île;12617
57126;Chambrey;319
39019;Les Arsures;209
71316;Montmelard;367
